timestamp,model_name,parameters,train_max_acc,train_round,train_loss,val_max_acc,val_round,val_loss,test_max_acc,test_round,test_loss
2025-08-09 21:46:25,hetetogeneous_shard_non_iid_10_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 500, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.08,492,4.1547,0.076,495,4.0372,0.086,495,3.9801
2025-08-10 00:34:35,hetetogeneous_shard_non_iid_50_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 500, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0718,448,4.462,0.0692,474,4.2075,0.0722,448,4.4524
2025-08-10 07:30:10,hetetogeneous_shard_non_iid_10_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 1000, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.1216,956,3.7483,0.12,956,3.7622,0.1324,956,3.6737
2025-08-10 12:32:41,hetetogeneous_shard_non_iid_5_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2000, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.1548,1856,3.5123,0.1578,1856,3.5536,0.1734,1916,3.4405
2025-08-10 12:32:41,hetetogeneous_shard_non_iid_5_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 1000, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.117,947,3.7847,0.1158,947,3.8085,0.1307,947,3.7172
2025-08-10 12:32:41,hetetogeneous_shard_non_iid_10_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2000, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.209,1959,3.1348,0.2062,1959,3.2063,0.2222,1959,3.1141
2025-08-10 12:32:41,hetetogeneous_shard_non_iid_10_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 1000, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.1216,956,3.7483,0.12,956,3.7622,0.1324,956,3.6737
2025-08-10 12:53:31,hetetogeneous_shard_non_iid_50_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2000, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.1703,1844,3.3606,0.1648,1839,3.4657,0.1854,1844,3.3182
2025-08-10 07:27:45,hetetogeneous_WD_1e-05_shard_non_iid_5_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 1e-05, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 500, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0131,11,4.6428,0.013,11,4.6373,0.0157,11,4.6406
2025-08-10 10:16:51,hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 1e-05, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 500, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0754,492,4.1955,0.0746,492,4.1953,0.0791,492,4.1359
2025-08-10 12:46:50,hetetogeneous_WD_1e-05_shard_non_iid_50_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 1e-05, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 500, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0609,448,4.4647,0.0588,338,4.3366,0.0645,448,4.461
